Snapshot_Time	Direction	RTM	ADX	D1	FLOW	ZOMBIE	CRISIS	RTM_Dist_xATR	RTM_Arrow	ADX_Val	EffRatio_H4	Flow_Score	Trend_Score	D1_Status	Zombie_Score	Zombie_MidShift_xATR	Regime	Session	Spread_Points
3/13/2025 2:00	SELL	Yellow	Yellow	Yellow	Yellow	Yellow	Green	0.6	FL	16	0.175	-2	35.6	EDGE	1.2	1.18	Trending	Tokyo	27
3/13/2025 3:00	SELL	Yellow	Green	Yellow	Yellow	Yellow	Green	0.55	FL	17.9	0.033	-2	39.5	EDGE	1.2	1.19	Trending	Tokyo	23
3/13/2025 4:00	SELL	Yellow	Green	Yellow	Yellow	Yellow	Green	0.41	FL	17.9	0.033	-2	38.1	EDGE	1.2	1.16	Trending	Tokyo	21
3/13/2025 5:00	SELL	Yellow	Green	Yellow	Yellow	Yellow	Green	0.79	UP	17.9	0.033	-2	34	EDGE	1.2	1.23	Trending	Tokyo	22
3/13/2025 6:00	SELL	Yellow	Green	Yellow	Yellow	Yellow	Green	0.42	DN	17.9	0.033	-2	40	EDGE	1.1	1.15	Trending	Tokyo	21
3/13/2025 7:00	SELL	Red	Green	Yellow	Yellow	Yellow	Green	0.16	DN	19.6	0.079	0	31.3	EDGE	1.1	1.05	Trending	Tokyo	19
3/13/2025 8:00	SELL	Red	Green	Yellow	Yellow	Yellow	Green	0.37	UP	19.6	0.079	0	22.1	EDGE	1	1.02	Trending	Tokyo-London	21
3/13/2025 9:00	SELL	Yellow	Green	Yellow	Yellow	Yellow	Green	1.29	UP	19.6	0.079	0	20.2	EDGE	0.9	0.86	Trending	London	23
3/13/2025 10:00	SELL	Yellow	Green	Yellow	Yellow	Green	Green	1.53	UP	19.6	0.079	0	4	EDGE	0.8	0.8	Trending	London	19
3/13/2025 11:00	SELL	Green	Yellow	Yellow	Yellow	Green	Green	2.46	UP	18.8	0.036	0	-1.2	EDGE	0.6	0.61	Trending	London	19
3/13/2025 12:00	SELL	Green	Yellow	Yellow	Green	Green	Green	3.33	UP	18.8	0.036	4.5	-21.4	EDGE	0.4	0.41	Trending	London	23
3/13/2025 13:00	SELL	Red	Yellow	Yellow	Green	Green	Green	2.9	DN	18.8	0.036	4.5	-41.8	EDGE	0.4	0.43	Trending	London-NewYork	23
3/13/2025 14:00	SELL	Yellow	Yellow	Yellow	Green	Green	Green	2.77	FL	18.8	0.036	4.5	-34.8	EDGE	0.4	0.41	Trending	London-NewYork	17
3/13/2025 15:00	SELL	Yellow	Yellow	Yellow	Green	Green	Green	2.49	DN	20.9	0.101	4.5	-33.9	EDGE	0.4	0.37	Trending	London-NewYork	20
3/13/2025 16:00	SELL	Red	Yellow	Yellow	Yellow	Green	Green	2.04	DN	20.9	0.101	2.25	-35.8	EDGE	0.4	0.4	Trending	London-NewYork	22
3/13/2025 17:00	SELL	Red	Yellow	Yellow	Yellow	Green	Green	0.5	DN	20.9	0.101	2.25	-27.5	EDGE	0.7	0.69	Trending	New York	22
3/13/2025 18:00	SELL	Red	Yellow	Yellow	Yellow	Green	Green	0.68	FL	20.9	0.101	2.25	8.8	EDGE	0.6	0.64	Trending	New York	23
3/13/2025 19:00	SELL	Yellow	Yellow	Yellow	Yellow	Yellow	Green	0.54	FL	20.9	0.006	2.25	0.7	EDGE	0.9	0.92	Trending	New York	24
3/13/2025 20:00	SELL	Yellow	Yellow	Yellow	Yellow	Yellow	Green	0.43	FL	20.9	0.006	1.25	36	EDGE	0.9	0.9	Trending	New York	19
3/13/2025 21:00	SELL	Yellow	Yellow	Yellow	Yellow	Yellow	Green	0.24	FL	20.9	0.006	1.25	31	EDGE	0.9	0.86	Trending	New York	24
3/13/2025 22:00	SELL	Yellow	Yellow	Yellow	Yellow	Yellow	Green	0.43	FL	20.9	0.006	1.25	25	EDGE	0.9	0.91	Trending	Off-Hours	21
3/13/2025 23:00	SELL	Yellow	Yellow	Yellow	Yellow	Yellow	Green	0.66	UP	19.6	0.026	0.25	31.2	EDGE	0.9	0.94	Trending	Off-Hours	23
3/14/2025 0:00	SELL	Yellow	Yellow	Yellow	Yellow	Yellow	Green	0.53	FL	19.6	0.026	0.25	38.4	EDGE	0.9	0.92	Trending	Tokyo	77
3/14/2025 1:00	SELL	Yellow	Yellow	Yellow	Yellow	Yellow	Green	0.19	DN	19.6	0.026	0.25	33.4	EDGE	0.9	0.85	Trending	Tokyo	76
3/14/2025 2:00	SELL	Yellow	Yellow	Yellow	Yellow	Yellow	Green	0.25	FL	19.6	0.026	0.25	24	EDGE	0.9	0.86	Trending	Tokyo	30
3/14/2025 3:00	SELL	Yellow	Yellow	Yellow	Yellow	Yellow	Green	0.34	FL	17.1	0.15	0.25	25.3	EDGE	0.9	0.89	Trending	Tokyo	21
3/14/2025 4:00	SELL	Yellow	Yellow	Yellow	Yellow	Yellow	Green	0.83	UP	17.1	0.15	-1.75	28.3	EDGE	1	1	Trending	Tokyo	21
3/14/2025 5:00	SELL	Yellow	Yellow	Yellow	Yellow	Yellow	Green	0.5	DN	17.1	0.15	-1.75	39.4	EDGE	0.9	0.93	Trending	Tokyo	19
3/14/2025 6:00	SELL	Yellow	Yellow	Yellow	Yellow	Yellow	Green	0.9	UP	17.1	0.15	-1.75	31	EDGE	1	1.01	Trending	Tokyo	22
3/14/2025 7:00	SELL	Yellow	Yellow	Yellow	Yellow	Yellow	Green	1.23	UP	16.3	0.049	-2.25	38.5	EDGE	1.1	1.06	Trending	Tokyo	22
3/14/2025 8:00	SELL	Yellow	Yellow	Yellow	Red	Yellow	Green	1.37	FL	16.3	0.049	-5.25	42.3	EDGE	1.1	1.09	Trending	Tokyo-London	21
3/14/2025 9:00	SELL	Yellow	Yellow	Yellow	Red	Yellow	Green	1.34	FL	16.3	0.049	-5.25	43.7	EDGE	1.1	1.08	Trending	London	21
3/14/2025 10:00	SELL	Yellow	Yellow	Yellow	Red	Yellow	Green	2.06	UP	16.3	0.049	-5.25	41.1	EDGE	1.2	1.21	Trending	London	25
3/14/2025 11:00	SELL	Yellow	Green	Yellow	Red	Yellow	Green	2.34	UP	18.4	0.07	-5.25	52.5	EDGE	1.3	1.28	Trending	London	21
3/14/2025 12:00	SELL	Yellow	Green	Yellow	Red	Yellow	Green	1.29	DN	18.4	0.07	-5.25	55.7	EDGE	1.2	1.15	Trending	London	19
3/14/2025 13:00	SELL	Yellow	Green	Yellow	Red	Yellow	Green	1.42	FL	18.4	0.07	-5.25	41.7	EDGE	1.2	1.19	Trending	London-NewYork	22
3/14/2025 14:00	SELL	Yellow	Green	Yellow	Red	Yellow	Green	1.58	FL	18.4	0.07	-5.25	43.5	EDGE	1.2	1.23	Trending	London-NewYork	23
3/14/2025 15:00	SELL	Red	Green	Yellow	Red	Yellow	Yellow	2.67	UP	22	0.095	-5.25	45.4	EDGE	1.5	1.48	Trending	London-NewYork	21
3/14/2025 16:00	SELL	Yellow	Green	Yellow	Yellow	Yellow	Green	0.84	DN	22	0.095	-1	63.9	EDGE	1.2	1.2	Trending	London-NewYork	20
3/14/2025 17:00	SELL	Yellow	Green	Yellow	Yellow	Yellow	Green	1.26	UP	22	0.095	-1	37	EDGE	1.3	1.3	Trending	New York	55
3/14/2025 18:00	SELL	Yellow	Green	Yellow	Yellow	Yellow	Green	0.1	DN	22	0.095	-1	46.6	EDGE	1.1	1.09	Trending	New York	21
3/14/2025 19:00	SELL	Yellow	Green	Yellow	Yellow	Yellow	Green	0.61	UP	24	0.005	-1	24.9	EDGE	1.2	1.2	Trending	New York	22
3/14/2025 20:00	SELL	Yellow	Green	Yellow	Yellow	Yellow	Green	0.47	FL	24	0.005	-1	36.5	EDGE	1.2	1.18	Trending	New York	26
3/14/2025 21:00	SELL	Yellow	Green	Yellow	Yellow	Yellow	Green	0.49	FL	24	0.005	-1	33.7	EDGE	1.2	1.19	Trending	New York	22
3/14/2025 22:00	SELL	Yellow	Green	Yellow	Yellow	Yellow	Green	0.24	DN	24	0.005	-1	30.9	EDGE	1.1	1.15	Trending	Off-Hours	18
3/14/2025 23:00	SELL	Yellow	Yellow	Yellow	Yellow	Yellow	Green	0.28	FL	25.8	0.21	-1	31.7	EDGE	1.1	1.14	Trending	Off-Hours	43
3/17/2025 0:00	SELL	Yellow	Yellow	Yellow	Yellow	Yellow	Green	0.12	FL	25.8	0.21	-1	29.4	EDGE	1.1	1.11	Trending	Tokyo	141
3/17/2025 1:00	SELL	Yellow	Yellow	Yellow	Yellow	Yellow	Green	0.2	FL	25.8	0.21	-1	28.4	EDGE	1.1	1.13	Trending	Tokyo	61
3/17/2025 2:00	SELL	Yellow	Yellow	Yellow	Yellow	Yellow	Green	0.51	UP	25.8	0.21	-1	28.9	EDGE	1.2	1.2	Trending	Tokyo	21
3/17/2025 3:00	SELL	Yellow	Green	Yellow	Yellow	Yellow	Green	0.73	UP	24.4	0.107	-1	35.9	EDGE	1.3	1.26	Trending	Tokyo	23
3/17/2025 4:00	SELL	Yellow	Green	Yellow	Yellow	Yellow	Green	1.23	UP	24.4	0.107	-1	40.8	EDGE	1.4	1.38	Trending	Tokyo	17
3/17/2025 5:00	SELL	Yellow	Green	Yellow	Yellow	Yellow	Green	1.04	FL	24.4	0.107	-1	48.8	EDGE	1.3	1.33	Trending	Tokyo	29
3/17/2025 6:00	SELL	Yellow	Green	Yellow	Yellow	Yellow	Green	0.73	DN	24.4	0.107	-1	43.2	EDGE	1.3	1.28	Trending	Tokyo	19
3/17/2025 7:00	SELL	Yellow	Green	Yellow	Yellow	Yellow	Green	0.28	DN	25.3	0.061	-1	37.9	EDGE	1.2	1.2	Trending	Tokyo	20
3/17/2025 8:00	SELL	Yellow	Green	Yellow	Yellow	Yellow	Green	0.86	UP	25.3	0.061	-1	30.6	EDGE	1.3	1.29	Trending	Tokyo-London	21
3/17/2025 9:00	SELL	Yellow	Green	Yellow	Yellow	Yellow	Green	0.52	DN	25.3	0.061	-1	38.9	EDGE	1.2	1.25	Trending	London	22
3/17/2025 10:00	SELL	Yellow	Green	Yellow	Yellow	Yellow	Green	1.23	UP	25.3	0.061	-1	33.6	EDGE	1.4	1.37	Trending	London	22
3/17/2025 11:00	SELL	Yellow	Green	Yellow	Yellow	Yellow	Green	1.46	UP	26.6	0.114	-1	44	EDGE	1.4	1.42	Trending	London	23
3/17/2025 12:00	SELL	Yellow	Green	Yellow	Yellow	Red	Green	1.85	UP	26.6	0.114	-1	46.9	EDGE	1.5	1.51	Trending	London	23
3/17/2025 13:00	SELL	Yellow	Green	Yellow	Yellow	Red	Green	1.7	FL	26.6	0.114	-1	53.4	EDGE	1.5	1.51	Trending	London-NewYork	20
3/17/2025 14:00	SELL	Yellow	Green	Yellow	Yellow	Red	Green	1.74	FL	26.6	0.114	-1	49.8	EDGE	1.5	1.51	Trending	London-NewYork	23
3/17/2025 15:00	SELL	Yellow	Green	Yellow	Yellow	Yellow	Green	0.44	DN	29	0.131	-1	48	EDGE	1.3	1.34	Trending	London-NewYork	18
3/17/2025 16:00	SELL	Yellow	Green	Yellow	Yellow	Yellow	Green	0.21	DN	29	0.131	-3	31.8	EDGE	1.3	1.31	Trending	London-NewYork	21
3/17/2025 17:00	SELL	Yellow	Green	Yellow	Yellow	Yellow	Green	0.9	UP	29	0.131	-3	29.4	EDGE	1.4	1.43	Trending	New York	19
3/17/2025 18:00	SELL	Yellow	Green	Yellow	Yellow	Red	Green	1.51	UP	29	0.131	-3	39.2	EDGE	1.5	1.53	Trending	New York	22
3/17/2025 19:00	SELL	Yellow	Yellow	Yellow	Yellow	Red	Green	1.79	UP	30	0.415	-1	46.9	EDGE	1.6	1.61	Trending	New York	21
3/17/2025 20:00	SELL	Yellow	Yellow	Yellow	Yellow	Red	Green	1.87	FL	30	0.415	-1	52.7	EDGE	1.7	1.65	Trending	New York	19
3/17/2025 21:00	SELL	Yellow	Yellow	Red	Yellow	Red	Yellow	2.27	UP	30	0.415	-1	53.8	BREAK	1.7	1.74	Trending	New York	19
3/17/2025 22:00	SELL	Yellow	Yellow	Yellow	Yellow	Red	Green	1.59	DN	30	0.415	-1	59.7	EDGE	1.7	1.65	Trending	Off-Hours	22
3/17/2025 23:00	SELL	Yellow	Red	Yellow	Yellow	Red	Yellow	1.37	DN	32.7	0.563	-1	48.8	EDGE	1.6	1.63	Trending	Off-Hours	21
3/18/2025 0:00	SELL	Yellow	Red	Yellow	Yellow	Red	Yellow	1.33	FL	32.7	0.563	-1	45.5	EDGE	1.6	1.64	Trending	Tokyo	47
3/18/2025 1:00	SELL	Yellow	Red	Yellow	Yellow	Red	Yellow	1.72	UP	32.7	0.563	-1	44.9	EDGE	1.7	1.72	Trending	Tokyo	52
3/18/2025 2:00	SELL	Yellow	Red	Yellow	Yellow	Red	Yellow	1.41	DN	32.7	0.563	-1	50.4	EDGE	1.7	1.68	Trending	Tokyo	31
3/18/2025 3:00	SELL	Yellow	Red	Yellow	Yellow	Red	Yellow	1.1	DN	35	0.439	-1	45.2	EDGE	1.6	1.65	Trending	Tokyo	23
3/18/2025 4:00	SELL	Yellow	Red	Yellow	Yellow	Red	Yellow	1.35	UP	35	0.439	-1	41.3	EDGE	1.7	1.7	Trending	Tokyo	20
3/18/2025 5:00	SELL	Yellow	Red	Yellow	Yellow	Red	Yellow	0.89	DN	35	0.439	-1	45	EDGE	1.6	1.64	Trending	Tokyo	19
3/18/2025 6:00	SELL	Red	Red	Yellow	Yellow	Yellow	Yellow	0.14	DN	35	0.439	-1	37.8	EDGE	1.5	1.5	Trending	Tokyo	20
3/18/2025 7:00	SELL	Yellow	Yellow	Yellow	Yellow	Red	Green	0.46	UP	33.7	0.369	-1	25.6	EDGE	1.6	1.58	Trending	Tokyo	21
3/18/2025 8:00	SELL	Yellow	Yellow	Yellow	Yellow	Red	Green	0.31	FL	33.7	0.369	-1	33.6	EDGE	1.6	1.56	Trending	Tokyo-London	22
3/18/2025 9:00	SELL	Yellow	Yellow	Yellow	Yellow	Red	Green	0.15	FL	33.7	0.369	-1	31.3	EDGE	1.5	1.54	Trending	London	21
3/18/2025 10:00	SELL	Yellow	Yellow	Yellow	Yellow	Red	Green	0.72	UP	33.7	0.369	-1	30.1	EDGE	1.6	1.62	Trending	London	21
3/18/2025 11:00	SELL	Yellow	Yellow	Yellow	Yellow	Red	Green	0.71	FL	32.6	0.426	-1	36.2	EDGE	1.6	1.63	Trending	London	20
3/18/2025 12:00	SELL	Red	Yellow	Yellow	Yellow	Red	Yellow	0.2	DN	32.6	0.426	-1	36.1	EDGE	1.5	1.51	Trending	London	19
3/18/2025 13:00	SELL	Yellow	Yellow	Yellow	Yellow	Yellow	Green	0.84	UP	32.6	0.426	-1	25.2	EDGE	1.4	1.42	Trending	London-NewYork	25
3/18/2025 14:00	SELL	Yellow	Yellow	Yellow	Yellow	Yellow	Green	1.59	UP	32.6	0.426	-1	18.4	EDGE	1.3	1.3	Trending	London-NewYork	22
3/18/2025 15:00	SELL	Yellow	Yellow	Yellow	Yellow	Yellow	Green	1.66	FL	28.8	0.108	-1	9.1	EDGE	1.3	1.25	Trending	London-NewYork	21
3/18/2025 16:00	SELL	Green	Yellow	Yellow	Green	Yellow	Green	2.01	UP	28.8	0.108	6.5	6.9	EDGE	1.2	1.15	Trending	London-NewYork	18
3/18/2025 17:00	SELL	Yellow	Yellow	Yellow	Green	Yellow	Green	2.13	FL	28.8	0.108	6.5	-0.3	EDGE	1.1	1.1	Trending	New York	18
3/18/2025 18:00	SELL	Red	Yellow	Yellow	Green	Yellow	Green	1.1	DN	28.8	0.108	6.5	-2.4	EDGE	1.2	1.24	Trending	New York	21
3/18/2025 19:00	SELL	Red	Yellow	Yellow	Green	Yellow	Green	0.68	DN	27.6	0.024	6.5	13.7	EDGE	1.3	1.3	Trending	New York	18
3/18/2025 20:00	SELL	Red	Yellow	Yellow	Yellow	Yellow	Green	0.55	FL	27.6	0.024	-0.75	19.3	EDGE	1.3	1.32	Trending	New York	24
3/18/2025 21:00	SELL	Red	Yellow	Yellow	Yellow	Yellow	Green	0.67	FL	27.6	0.024	-0.75	20.6	EDGE	1.3	1.29	Trending	New York	20
3/18/2025 22:00	SELL	Yellow	Yellow	Yellow	Yellow	Yellow	Green	0.86	FL	27.6	0.024	-0.75	18.6	EDGE	1.2	1.25	Trending	Off-Hours	20
3/18/2025 23:00	SELL	Yellow	Yellow	Yellow	Yellow	Yellow	Green	1.11	UP	25	0.143	2.25	15.2	EDGE	1.2	1.2	Trending	Off-Hours	19
3/19/2025 0:00	SELL	Yellow	Yellow	Yellow	Green	Yellow	Green	0.85	DN	25	0.143	6.5	8.6	EDGE	1.2	1.23	Trending	Tokyo	142
3/19/2025 1:00	SELL	Red	Yellow	Yellow	Green	Yellow	Green	0.65	DN	25	0.143	6.5	15.6	EDGE	1.3	1.25	Trending	Tokyo	72
3/19/2025 2:00	SELL	Red	Yellow	Yellow	Green	Yellow	Green	0.46	FL	25	0.143	6.5	19.2	EDGE	1.3	1.28	Trending	Tokyo	21
3/19/2025 3:00	SELL	Red	Yellow	Yellow	Green	Yellow	Green	0.54	FL	24.9	0.053	6.5	21.4	EDGE	1.3	1.26	Trending	Tokyo	28
3/19/2025 4:00	SELL	Red	Yellow	Yellow	Green	Yellow	Green	0.12	DN	24.9	0.053	4.5	20.5	EDGE	1.3	1.32	Trending	Tokyo	21
3/19/2025 5:00	SELL	Yellow	Yellow	Yellow	Green	Yellow	Green	0.33	UP	24.9	0.053	4.5	26.4	EDGE	1.4	1.39	Trending	Tokyo	20
3/19/2025 6:00	SELL	Red	Yellow	Yellow	Green	Yellow	Green	0.09	DN	24.9	0.053	4.5	31.7	EDGE	1.3	1.33	Trending	Tokyo	24
3/19/2025 7:00	SELL	Red	Yellow	Yellow	Green	Yellow	Green	0.67	UP	21.6	0.08	4.5	26.3	EDGE	1.3	1.26	Trending	Tokyo	20
3/19/2025 8:00	SELL	Red	Yellow	Yellow	Green	Yellow	Green	0.35	DN	21.6	0.08	4.25	20.2	EDGE	1.3	1.3	Trending	Tokyo-London	24
3/19/2025 9:00	SELL	Yellow	Yellow	Yellow	Green	Yellow	Green	1.52	UP	21.6	0.08	4.25	23.9	EDGE	1.1	1.15	Trending	London	21
3/19/2025 10:00	SELL	Green	Yellow	Yellow	Green	Yellow	Green	3.2	UP	21.6	0.08	4.25	10.3	EDGE	0.9	0.87	Trending	London	18
3/19/2025 11:00	SELL	Green	Green	Yellow	Green	Green	Green	3.47	UP	22	0.268	4.25	-20.5	EDGE	0.8	0.75	Trending	London	24
3/19/2025 12:00	SELL	Red	Green	Yellow	Green	Yellow	Green	2.44	DN	22	0.268	4.25	-31	EDGE	0.9	0.85	Trending	London	21
3/19/2025 13:00	SELL	Yellow	Green	Yellow	Green	Yellow	Green	2.15	DN	22	0.268	4.25	-13.3	EDGE	0.9	0.87	Trending	London-NewYork	24
3/19/2025 14:00	SELL	Yellow	Green	Yellow	Green	Yellow	Green	1.8	DN	22	0.268	4.25	-9.3	EDGE	0.9	0.9	Trending	London-NewYork	26
3/19/2025 15:00	SELL	Yellow	Yellow	Yellow	Green	Yellow	Green	1.72	FL	22.6	0.156	4.25	-2.8	EDGE	0.9	0.9	Trending	London-NewYork	20
3/19/2025 16:00	SELL	Green	Yellow	Yellow	Yellow	Green	Green	2.69	UP	22.6	0.156	2.25	-3	EDGE	0.7	0.67	Trending	London-NewYork	24
3/19/2025 17:00	SELL	Red	Yellow	Yellow	Yellow	Yellow	Green	1.39	DN	22.6	0.156	2.25	-28.6	EDGE	0.8	0.84	Trending	New York	21
3/19/2025 18:00	SELL	Yellow	Yellow	Yellow	Yellow	Yellow	Green	1.07	DN	22.6	0.156	2.25	-4	EDGE	0.9	0.88	Trending	New York	20
3/19/2025 19:00	SELL	Red	Green	Yellow	Yellow	Yellow	Green	0.68	DN	23.8	0.27	2.25	1.4	EDGE	0.9	0.94	Trending	New York	20
3/19/2025 20:00	SELL	Yellow	Green	Yellow	Yellow	Green	Green	1.67	UP	23.8	0.27	-1.75	9.7	EDGE	0.7	0.71	Trending	New York	22
3/19/2025 21:00	SELL	Yellow	Green	Yellow	Yellow	Yellow	Green	1.1	DN	23.8	0.27	-1.75	-19	EDGE	1.3	1.31	Trending	New York	163
3/19/2025 22:00	SELL	Yellow	Green	Yellow	Yellow	Yellow	Green	0.8	DN	23.8	0.27	-1.75	50.5	EDGE	1.3	1.26	Trending	Off-Hours	21
3/19/2025 23:00	SELL	Yellow	Yellow	Yellow	Green	Yellow	Green	1.36	UP	21.2	0.041	4.25	44.1	EDGE	1.4	1.42	Trending	Off-Hours	24
3/20/2025 0:00	SELL	Yellow	Yellow	Yellow	Yellow	Yellow	Green	1.11	DN	21.2	0.041	1.25	55.9	EDGE	1.4	1.36	Trending	Tokyo	32
3/20/2025 1:00	SELL	Yellow	Yellow	Yellow	Yellow	Yellow	Green	1.16	FL	21.2	0.041	1.25	49	EDGE	1.4	1.38	Trending	Tokyo	39
3/20/2025 2:00	SELL	Yellow	Yellow	Yellow	Yellow	Red	Green	1.69	UP	21.2	0.041	1.25	47.9	EDGE	1.5	1.52	Trending	Tokyo	24
3/20/2025 3:00	SELL	Red	Yellow	Yellow	Yellow	Yellow	Green	0.29	DN	18.6	0.229	1.25	58.5	EDGE	1.1	1.09	Trending	Tokyo	21
3/20/2025 4:00	SELL	Red	Yellow	Yellow	Green	Yellow	Green	0.53	UP	18.6	0.229	4.25	16.6	EDGE	1	1.01	Trending	Tokyo	21
3/20/2025 5:00	SELL	Red	Yellow	Yellow	Green	Yellow	Green	0.47	FL	18.6	0.229	4.25	9.2	EDGE	1	1.01	Trending	Tokyo	22
3/20/2025 6:00	SELL	Red	Yellow	Yellow	Green	Yellow	Green	0.01	DN	18.6	0.229	4.25	10.8	EDGE	1.1	1.13	Trending	Tokyo	19
3/20/2025 7:00	SELL	Yellow	Yellow	Yellow	Red	Yellow	Green	0.08	FL	16.3	0.203	-7.25	25.8	EDGE	1.2	1.16	Trending	Tokyo	17
3/20/2025 8:00	SELL	Red	Yellow	Yellow	Red	Yellow	Yellow	0.22	FL	16.3	0.203	-7.25	28	EDGE	1.1	1.08	Trending	Tokyo-London	22
3/20/2025 9:00	SELL	Red	Yellow	Yellow	Red	Yellow	Yellow	0.56	UP	16.3	0.203	-7.25	19.7	EDGE	1	0.98	Trending	London	21
3/20/2025 10:00	SELL	Yellow	Yellow	Yellow	Red	Green	Green	1.3	UP	16.3	0.203	-7.25	8.3	EDGE	0.8	0.77	Trending	London	23
3/20/2025 11:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	1.71	UP	16.7	0.346	-2.75	-16.4	EDGE	0.7	0.68	Trending	London	25
3/20/2025 12:00	SELL	Green	Yellow	Yellow	Yellow	Green	Green	2.31	UP	16.7	0.346	0.25	-23.8	EDGE	0.5	0.5	Trending	London	21
3/20/2025 13:00	SELL	Green	Yellow	Yellow	Yellow	Green	Green	2.48	FL	16.7	0.346	0.25	-43.8	EDGE	0.4	0.44	Trending	London-NewYork	22
3/20/2025 14:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	2.53	FL	16.7	0.346	0.25	-46.5	EDGE	0.4	0.38	Trending	London-NewYork	23
3/20/2025 15:00	SELL	Red	Yellow	Yellow	Yellow	Green	Green	2.04	DN	19.9	0.387	0.25	-51	EDGE	0.4	0.43	Trending	London-NewYork	19
3/20/2025 16:00	SELL	Green	Yellow	Yellow	Yellow	Green	Green	2.68	UP	19.9	0.387	0.25	-39.1	EDGE	0.2	0.2	Trending	London-NewYork	22
3/20/2025 17:00	SELL	Yellow	Yellow	Yellow	Yellow	Green	Green	2.69	FL	19.9	0.387	0.25	-65.7	EDGE	0.2	0.24	Trending	New York	24
3/20/2025 18:00	SELL	Green	Yellow	Yellow	Yellow	Green	Green	2.88	FL	19.9	0.387	0.25	-54.7	EDGE	0.2	0.18	Trending	New York	23
3/20/2025 19:00	SELL	Green	Green	Yellow	Yellow	Green	Green	3.08	UP	24.2	0.472	2.25	-58.7	EDGE	0.1	0.1	Trending	New York	18
3/20/2025 20:00	SELL	Yellow	Green	Yellow	Yellow	Green	Green	3.05	FL	24.2	0.472	2.25	-65.3	EDGE	0.1	0.08	Trending	New York	23
3/20/2025 21:00	SELL	Red	Green	Yellow	Yellow	Green	Green	2.09	DN	24.2	0.472	2.25	-63.1	EDGE	0.2	0.22	Trending	New York	20
3/20/2025 22:00	SELL	Yellow	Green	Yellow	Yellow	Green	Green	2.13	FL	24.2	0.472	2.25	-40.9	EDGE	0.2	0.18	Trending	Off-Hours	21
3/20/2025 23:00	SELL	Yellow	Green	Yellow	Yellow	Green	Green	1.79	DN	28.5	0.341	2.25	-43.2	EDGE	0.2	0.22	Trending	Off-Hours	19
3/21/2025 0:00	SELL	Green	Green	Yellow	Yellow	Green	Green	2.27	UP	28.5	0.341	2.25	-36.4	EDGE	0.1	0.14	Trending	Tokyo	47
3/21/2025 1:00	SELL	Yellow	Green	Yellow	Yellow	Green	Green	1.93	DN	28.5	0.341	2.25	-43.8	EDGE	0.2	0.18	Trending	Tokyo	52
3/21/2025 2:00	SELL	Yellow	Green	Yellow	Yellow	Green	Green	1.76	FL	28.5	0.341	2.25	-35.5	EDGE	0.2	0.21	Trending	Tokyo	30
3/21/2025 3:00	SELL	Yellow	Green	Yellow	Yellow	Green	Green	1.86	FL	32.2	0.37	2.25	-29.1	EDGE	0.2	0.18	Trending	Tokyo	20
3/21/2025 4:00	SELL	Green	Green	Yellow	Green	Green	Green	2.44	UP	32.2	0.37	6.5	-32.3	EDGE	0.1	0.07	Trending	Tokyo	23
3/21/2025 5:00	SELL	Green	Green	Yellow	Green	Green	Green	3	UP	32.2	0.37	6.5	-44.8	EDGE	0	-0.03	Trending	Tokyo	23
3/21/2025 6:00	SELL	Yellow	Green	Yellow	Green	Green	Green	2.68	DN	32.2	0.37	6.5	-55.4	EDGE	0	0.03	Trending	Tokyo	23
3/21/2025 7:00	SELL	Yellow	Green	Yellow	Green	Green	Green	2.7	FL	36.9	0.384	6.5	-44.6	EDGE	0	0.01	Trending	Tokyo	20
3/21/2025 8:00	SELL	Yellow	Green	Yellow	Green	Green	Green	2.49	DN	36.9	0.384	6.5	-44.3	EDGE	0	0.03	Trending	Tokyo-London	22
3/21/2025 9:00	SELL	Yellow	Green	Yellow	Green	Green	Green	2.15	DN	36.9	0.384	6.5	-40.3	EDGE	0	0.04	Trending	London	23
3/21/2025 10:00	SELL	Yellow	Green	Yellow	Green	Green	Green	1.86	DN	36.9	0.384	6.5	-36.3	EDGE	0.1	0.05	Trending	London	22
3/21/2025 11:00	SELL	Yellow	Green	Yellow	Green	Green	Green	1.76	FL	40.9	0.394	6.5	-33.4	EDGE	0.1	0.05	Trending	London	18
3/21/2025 12:00	SELL	Green	Green	Yellow	Yellow	Green	Green	2.15	UP	40.9	0.394	-1	-31.7	EDGE	0	-0.02	Trending	London	23
3/21/2025 13:00	SELL	Yellow	Green	Yellow	Yellow	Green	Green	2.01	FL	40.9	0.394	-1	-40.2	EDGE	0	-0.02	Trending	London-NewYork	24
3/21/2025 14:00	SELL	Red	Green	Yellow	Yellow	Green	Green	0.55	DN	40.9	0.394	-1	-38	EDGE	0.1	0.14	Trending	London-NewYork	17
3/21/2025 15:00	SELL	Red	Green	Yellow	Yellow	Green	Green	0.34	DN	41.5	0.345	-1	-16.5	EDGE	0.2	0.16	Trending	London-NewYork	21
3/21/2025 16:00	SELL	Green	Green	Yellow	Green	Green	Green	2.01	UP	41.5	0.345	3.25	-14.3	EDGE	-0.1	-0.09	Trending	London-NewYork	21
3/21/2025 17:00	SELL	Green	Green	Yellow	Green	Green	Green	2.25	UP	41.5	0.345	3.25	-46.1	EDGE	-0.1	-0.15	Trending	New York	21
