Open Time;Status;Magic;Symbol;Type;Timeframe;Pattern (Size);Higher Trend;Higher RSI;Spread;Spread vs Base;News Time;Vol Steps (Lot);Vol Steps ($);Min Requied Capital ($);Entry Prices;RiskFree Prices;Target Prices;Action Prices;Liquidity Price;Max Step;Max Virtual Step;Profit;Close Time
2025.05.06 18:36;Close;10111;AUDCAD_l;Short;m1;Mid Major(69);Uptrend;Neutral (69.7);Normal (Now: 8 vs Avg: 17 points);Normal (8 vs 29 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.89402|0.89431|0.89489|0.89576|0.89692;0.89394|0.89413|0.89447|0.89496|0.89558;0.89336|0.89384|0.89418|0.89467|0.89529;0.89336|0.89384|0.89418|0.89467|0.89529;0.89866;1;1;1.98;2025.05.06 19:24
2025.05.06 19:39;Close;10112;AUDCAD_l;Short;m1;Major(125);Uptrend;Neutral (66.9);Normal (Now: 8 vs Avg: 18 points);Normal (8 vs 44 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.89406|0.89450|0.89538|0.89670|0.89846;0.89398|0.89427|0.89479|0.89552|0.89647;0.89310|0.89383|0.89435|0.89508|0.89603;0.89310|0.89383|0.89435|0.89508|0.89603;0.90110;2;2;4.77;2025.05.06 19:49
2025.05.07 01:30;Close;10113;AUDCAD_l;Short;m1;Super Minor(20);Uptrend;Neutral (69.5);Normal (Now: 9 vs Avg: 25 points);Normal (9 vs 55 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.89713|0.89768|0.89878|0.90043|0.90263;0.89704|0.89741|0.89805|0.89897|0.90016;0.89594|0.89686|0.89750|0.89842|0.89961;0.89594|0.89686|0.89750|0.89842|0.89961;0.90593;1;1;3.42;2025.05.07 01:33
2025.05.07 04:32;Close;10114;AUDCAD_l;Long;m1;Super Minor(10);Downtrend;Neutral (37.8);Normal (Now: 8 vs Avg: 30 points);Normal (8 vs 82 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.89432|0.89350|0.89186|0.88940|0.88612;0.89440|0.89385|0.89290|0.89153|0.88975;0.89604|0.89467|0.89372|0.89235|0.89057;0.89604|0.89467|0.89372|0.89235|0.89057;0.88120;4;4;26.82;2025.05.08 04:51
2025.05.07 21:01;Close;10115;AUDCAD_l;Short;m1;Super Minor(16);Downtrend;Neutral (49.3);Normal (Now: 12 vs Avg: 14 points);Normal (12 vs 38 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.89050|0.89088|0.89164|0.89278|0.89430;0.89038|0.89063|0.89108|0.89171|0.89253;0.88962|0.89025|0.89070|0.89133|0.89215;0.88962|0.89025|0.89070|0.89133|0.89215;0.89658;2;2;4.89;2025.05.07 21:06
2025.05.08 03:57;Close;10116;AUDCAD_l;Short;m1;Mid Major(75);Uptrend;Neutral (66.9);Normal (Now: 3 vs Avg: 16 points);Normal (3 vs 40 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.89016|0.89056|0.89136|0.89256|0.89416;0.89013|0.89040|0.89086|0.89153|0.89240;0.88933|0.89000|0.89046|0.89113|0.89200;0.88933|0.89000|0.89046|0.89113|0.89200;0.89656;4;4;13.53;2025.05.08 08:13
2025.05.08 07:33;Close;10117;AUDCAD_l;Long;m1;Super Minor(22);Uptrend;Neutral (37.6);Normal (Now: 10 vs Avg: 11 points);Normal (10 vs 20 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.89213|0.89193|0.89153|0.89093|0.89013;0.89223|0.89210|0.89186|0.89153|0.89110;0.89263|0.89230|0.89206|0.89173|0.89130;0.89263|0.89230|0.89206|0.89173|0.89130;0.88893;1;1;1.23;2025.05.08 07:40
2025.05.08 08:41;Close;10118;AUDCAD_l;Long;m1;Super Minor(22);Downtrend;Neutral (38.8);Normal (Now: 4 vs Avg: 20 points);Normal (4 vs 47 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.89099|0.89052|0.88958|0.88817|0.88629;0.89103|0.89072|0.89017|0.88939|0.88837;0.89197|0.89119|0.89064|0.88986|0.88884;0.89197|0.89119|0.89064|0.88986|0.88884;0.88347;1;1;2.85;2025.05.08 08:58
2025.05.08 09:32;Close;10119;AUDCAD_l;Long;m1;Super Minor(13);Downtrend;Neutral (31.1);Normal (Now: 8 vs Avg: 25 points);Normal (8 vs 63 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.88986|0.88923|0.88797|0.88608|0.88356;0.88994|0.88952|0.88879|0.88774|0.88637;0.89120|0.89015|0.88942|0.88837|0.88700;0.89120|0.89015|0.88942|0.88837|0.88700;0.87978;2;2;6.39;2025.05.08 10:47
2025.05.08 13:06;Close;10120;AUDCAD_l;Short;m1;Minor(41);Uptrend;Neutral (59.9);Normal (Now: 8 vs Avg: 17 points);Normal (8 vs 31 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.89023|0.89054|0.89116|0.89209|0.89333;0.89015|0.89036|0.89072|0.89124|0.89191;0.88953|0.89005|0.89041|0.89093|0.89160;0.88953|0.89005|0.89041|0.89093|0.89160;0.89519;3;3;7.05;2025.05.08 13:58
2025.05.08 16:29;Close;10121;AUDCAD_l;Short;m1;Super Minor(18);Uptrend;Neutral (60.6);Normal (Now: 8 vs Avg: 20 points);Normal (8 vs 38 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.89189|0.89227|0.89303|0.89417|0.89569;0.89181|0.89206|0.89251|0.89314|0.89396;0.89105|0.89168|0.89213|0.89276|0.89358;0.89105|0.89168|0.89213|0.89276|0.89358;0.89797;1;1;2.52;2025.05.08 16:45
2025.05.08 21:41;Close;10122;AUDCAD_l;Long;m1;Super Minor(10);Downtrend;Neutral (35.2);Normal (Now: 9 vs Avg: 13 points);Normal (9 vs 24 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.89086|0.89062|0.89014|0.88942|0.88846;0.89095|0.89079|0.89051|0.89011|0.88959;0.89143|0.89103|0.89075|0.89035|0.88983;0.89143|0.89103|0.89075|0.89035|0.88983;0.88702;1;1;1.41;2025.05.08 22:26
2025.05.09 03:22;Close;10123;AUDCAD_l;Long;m1;Mid Major(69);Downtrend;Neutral (31.0);Normal (Now: 12 vs Avg: 14 points);Normal (12 vs 42 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.88967|0.88925|0.88841|0.88715|0.88547;0.88979|0.88951|0.88902|0.88832|0.88741;0.89063|0.88993|0.88944|0.88874|0.88783;0.89063|0.88993|0.88944|0.88874|0.88783;0.88295;1;1;2.55;2025.05.09 04:32
2025.05.09 05:53;Close;10124;AUDCAD_l;Short;m1;Super Minor(15);Uptrend;Neutral (63.5);Normal (Now: 6 vs Avg: 23 points);Normal (6 vs 34 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.89047|0.89081|0.89149|0.89251|0.89387;0.89041|0.89064|0.89103|0.89160|0.89234;0.88973|0.89030|0.89069|0.89126|0.89200;0.88973|0.89030|0.89069|0.89126|0.89200;0.89591;3;3;7.20;2025.05.09 11:24
2025.05.09 12:30;Close;10125;AUDCAD_l;Long;m1;Mid Major(71);Downtrend;Neutral (30.6);Normal (Now: 7 vs Avg: 14 points);Normal (7 vs 23 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.89057|0.89034|0.88988|0.88919|0.88827;0.89064|0.89049|0.89022|0.88984|0.88934;0.89110|0.89072|0.89045|0.89007|0.88957;0.89110|0.89072|0.89045|0.89007|0.88957;0.88689;3;3;5.22;2025.05.09 13:59
2025.05.09 15:43;Close;10126;AUDCAD_l;Short;m1;Major(83);Uptrend;Neutral (66.4);Normal (Now: 8 vs Avg: 15 points);Normal (8 vs 27 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.89150|0.89177|0.89231|0.89312|0.89420;0.89142|0.89160|0.89192|0.89237|0.89295;0.89088|0.89133|0.89165|0.89210|0.89268;0.89088|0.89133|0.89165|0.89210|0.89268;0.89582;5;5;22.65;2025.05.12 00:07
2025.05.09 19:56;Close;10127;AUDCAD_l;Long;m1;Super Minor(11);Downtrend;Neutral (32.1);Normal (Now: 10 vs Avg: 14 points);Normal (10 vs 26 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.89377|0.89351|0.89299|0.89221|0.89117;0.89387|0.89370|0.89339|0.89296|0.89240;0.89439|0.89396|0.89365|0.89322|0.89266;0.89439|0.89396|0.89365|0.89322|0.89266;0.88961;4;4;12.63;2025.05.12 00:52
2025.05.12 00:53;Close;10128;AUDCAD_l;Short;m1;Super Minor(21);Uptrend;Neutral (61.4);High (Now: 49 vs Avg: 22 points);Higher (49 vs 37 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.89332|0.89369|0.89443|0.89554|0.89702;0.89283|0.89308|0.89351|0.89413|0.89493;0.89209|0.89271|0.89314|0.89376|0.89456;0.89209|0.89271|0.89314|0.89376|0.89456;0.89924;5;6;39.03;2025.05.12 10:43
2025.05.12 11:39;Close;10129;AUDCAD_l;Long;m1;Minor(48);Downtrend;Neutral (35.9);Normal (Now: 9 vs Avg: 42 points);Normal (9 vs 69 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.89362|0.89293|0.89155|0.88948|0.88672;0.89371|0.89325|0.89245|0.89130|0.88980;0.89509|0.89394|0.89314|0.89199|0.89049;0.89509|0.89394|0.89314|0.89199|0.89049;0.88258;1;1;4.20;2025.05.12 12:26
2025.05.12 13:23;Close;10130;AUDCAD_l;Long;m1;Super Minor(19);Downtrend;Neutral (32.6);Normal (Now: 8 vs Avg: 22 points);Normal (8 vs 47 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.89342|0.89295|0.89201|0.89060|0.88872;0.89350|0.89319|0.89264|0.89186|0.89084;0.89444|0.89366|0.89311|0.89233|0.89131;0.89444|0.89366|0.89311|0.89233|0.89131;0.88590;2;2;5.31;2025.05.12 14:18
2025.05.12 18:54;Close;10131;AUDCAD_l;Long;m1;Mid Major(57);Downtrend;Neutral (33.7);Normal (Now: 7 vs Avg: 22 points);Normal (7 vs 44 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.89145|0.89101|0.89013|0.88881|0.88705;0.89152|0.89123|0.89071|0.88998|0.88903;0.89240|0.89167|0.89115|0.89042|0.88947;0.89240|0.89167|0.89115|0.89042|0.88947;0.88441;2;2;4.44;2025.05.12 19:41
2025.05.13 01:13;Close;10132;AUDCAD_l;Short;m1;Super Minor(21);Uptrend;Neutral (62.0);Normal (Now: 6 vs Avg: 13 points);Normal (6 vs 20 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.89065|0.89085|0.89125|0.89185|0.89265;0.89059|0.89072|0.89096|0.89129|0.89172;0.89019|0.89052|0.89076|0.89109|0.89152;0.89019|0.89052|0.89076|0.89109|0.89152;0.89385;2;2;2.37;2025.05.13 01:39
2025.05.13 03:13;Close;10133;AUDCAD_l;Short;m1;Minor(45);Uptrend;Neutral (68.6);Normal (Now: 11 vs Avg: 12 points);Normal (11 vs 34 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.89103|0.89137|0.89205|0.89307|0.89443;0.89092|0.89115|0.89154|0.89211|0.89285;0.89024|0.89081|0.89120|0.89177|0.89251;0.89024|0.89081|0.89120|0.89177|0.89251;0.89647;1;1;2.28;2025.05.13 03:30
2025.05.13 05:55;Close;10134;AUDCAD_l;Short;m1;Super Minor(14);Uptrend;Neutral (63.1);Normal (Now: 11 vs Avg: 17 points);Normal (11 vs 28 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.89193|0.89221|0.89277|0.89361|0.89473;0.89182|0.89201|0.89233|0.89280|0.89341;0.89126|0.89173|0.89205|0.89252|0.89313;0.89126|0.89173|0.89205|0.89252|0.89313;0.89641;5;9;17.40;2025.05.16 03:45
2025.05.13 17:12;Close;10135;AUDCAD_l;Long;m1;Super Minor(22);Uptrend;Neutral (40.2);Normal (Now: 9 vs Avg: 23 points);Normal (9 vs 43 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.89924|0.89881|0.89795|0.89666|0.89494;0.89933|0.89904|0.89854|0.89783|0.89689;0.90019|0.89947|0.89897|0.89826|0.89732;0.90019|0.89947|0.89897|0.89826|0.89732;0.89236;1;1;2.61;2025.05.13 17:25
2025.05.13 21:43;Close;10136;AUDCAD_l;Long;m1;Super Minor(14);Downtrend;Neutral (35.3);Normal (Now: 11 vs Avg: 12 points);Normal (11 vs 20 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.90269|0.90249|0.90209|0.90149|0.90069;0.90280|0.90267|0.90243|0.90210|0.90167;0.90320|0.90287|0.90263|0.90230|0.90187;0.90320|0.90287|0.90263|0.90230|0.90187;0.89949;4;4;9.84;2025.05.14 02:45
2025.05.14 04:05;Close;10137;AUDCAD_l;Long;m1;Mid Major(68);Downtrend;Neutral (38.2);Normal (Now: 10 vs Avg: 16 points);Normal (10 vs 36 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.90152|0.90116|0.90044|0.89936|0.89792;0.90162|0.90138|0.90096|0.90036|0.89958;0.90234|0.90174|0.90132|0.90072|0.89994;0.90234|0.90174|0.90132|0.90072|0.89994;0.89576;1;1;2.16;2025.05.14 04:28
2025.05.14 06:43;Close;10138;AUDCAD_l;Long;m1;Mid Major(65);Downtrend;Neutral (32.7);Normal (Now: 9 vs Avg: 15 points);Normal (9 vs 23 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.90162|0.90139|0.90093|0.90024|0.89932;0.90171|0.90156|0.90129|0.90091|0.90041;0.90217|0.90179|0.90152|0.90114|0.90064;0.90217|0.90179|0.90152|0.90114|0.90064;0.89794;2;2;2.73;2025.05.14 07:39
2025.05.14 07:56;Close;10139;AUDCAD_l;Long;m1;Major(138);Downtrend;Neutral (35.9);Normal (Now: 8 vs Avg: 14 points);Normal (8 vs 32 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.90100|0.90068|0.90004|0.89908|0.89780;0.90108|0.90087|0.90049|0.89996|0.89927;0.90172|0.90119|0.90081|0.90028|0.89959;0.90172|0.90119|0.90081|0.90028|0.89959;0.89588;1;1;2.01;2025.05.14 08:13
2025.05.14 11:50;Close;10140;AUDCAD_l;Long;m1;Super Minor(15);Uptrend;Neutral (37.0);Normal (Now: 9 vs Avg: 26 points);Normal (9 vs 48 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.90285|0.90237|0.90141|0.89997|0.89805;0.90294|0.90262|0.90206|0.90126|0.90022;0.90390|0.90310|0.90254|0.90174|0.90070;0.90390|0.90310|0.90254|0.90174|0.90070;0.89517;5;5;25.95;2025.05.15 04:30
2025.05.15 08:19;Close;10141;AUDCAD_l;Long;m1;Minor(44);Downtrend;Neutral (36.7);Normal (Now: 10 vs Avg: 15 points);Normal (10 vs 31 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.89804|0.89773|0.89711|0.89618|0.89494;0.89814|0.89793|0.89757|0.89706|0.89638;0.89876|0.89824|0.89788|0.89737|0.89669;0.89876|0.89824|0.89788|0.89737|0.89669;0.89308;3;3;7.38;2025.05.15 08:56
2025.05.15 13:21;Close;10142;AUDCAD_l;Long;m1;Minor(35);Downtrend;Neutral (33.5);Normal (Now: 6 vs Avg: 15 points);Normal (6 vs 24 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.89642|0.89618|0.89570|0.89498|0.89402;0.89648|0.89632|0.89604|0.89564|0.89512;0.89696|0.89656|0.89628|0.89588|0.89536;0.89696|0.89656|0.89628|0.89588|0.89536;0.89258;3;3;5.28;2025.05.15 15:03
2025.05.15 17:41;Close;10143;AUDCAD_l;Long;m1;Mid Major(56);Downtrend;Neutral (30.5);Normal (Now: 10 vs Avg: 20 points);Normal (10 vs 37 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.89528|0.89491|0.89417|0.89306|0.89158;0.89538|0.89513|0.89470|0.89409|0.89328;0.89612|0.89550|0.89507|0.89446|0.89365;0.89612|0.89550|0.89507|0.89446|0.89365;0.88936;2;2;3.99;2025.05.15 17:53
2025.05.15 21:22;Close;10144;AUDCAD_l;Long;m1;Minor(38);Downtrend;Oversold (24.4);Normal (Now: 11 vs Avg: 11 points);Normal (11 vs 18 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.89396|0.89378|0.89342|0.89288|0.89216;0.89407|0.89395|0.89374|0.89344|0.89305;0.89443|0.89413|0.89392|0.89362|0.89323;0.89443|0.89413|0.89392|0.89362|0.89323;0.89108;2;2;2.34;2025.05.15 21:43
2025.05.16 01:58;Close;10145;AUDCAD_l;Long;m1;Super Minor(15);Downtrend;Neutral (43.7);Normal (Now: 7 vs Avg: 9 points);Normal (7 vs 19 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.89385|0.89366|0.89328|0.89271|0.89195;0.89392|0.89379|0.89357|0.89326|0.89284;0.89430|0.89398|0.89376|0.89345|0.89303;0.89430|0.89398|0.89376|0.89345|0.89303;0.89081;2;2;2.22;2025.05.16 03:01
2025.05.16 06:29;Close;10146;AUDCAD_l;Short;m1;Minor(44);Uptrend;Neutral (68.5);Normal (Now: 11 vs Avg: 16 points);Normal (11 vs 25 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.89545|0.89570|0.89620|0.89695|0.89795;0.89534|0.89551|0.89580|0.89622|0.89676;0.89484|0.89526|0.89555|0.89597|0.89651;0.89484|0.89526|0.89555|0.89597|0.89651;0.89945;4;4;10.74;2025.05.16 09:12
2025.05.16 13:37;Close;10147;AUDCAD_l;Long;m1;Minor(46);Downtrend;Neutral (37.4);Normal (Now: 10 vs Avg: 12 points);Normal (10 vs 21 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.89595|0.89574|0.89532|0.89469|0.89385;0.89605|0.89591|0.89567|0.89532|0.89486;0.89647|0.89612|0.89588|0.89553|0.89507;0.89647|0.89612|0.89588|0.89553|0.89507;0.89259;4;4;9.36;2025.05.16 17:08
2025.05.16 18:23;Close;10148;AUDCAD_l;Long;m1;Minor(42);Downtrend;Neutral (32.3);Normal (Now: 8 vs Avg: 19 points);Normal (8 vs 34 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.89376|0.89342|0.89274|0.89172|0.89036;0.89384|0.89361|0.89322|0.89265|0.89191;0.89452|0.89395|0.89356|0.89299|0.89225;0.89452|0.89395|0.89356|0.89299|0.89225;0.88832;1;1;2.16;2025.05.16 19:00
2025.05.16 20:16;Close;10149;AUDCAD_l;Short;m1;Mid Major(75);Uptrend;Neutral (66.3);Normal (Now: 8 vs Avg: 12 points);Normal (8 vs 25 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.89524|0.89549|0.89599|0.89674|0.89774;0.89516|0.89533|0.89562|0.89604|0.89658;0.89466|0.89508|0.89537|0.89579|0.89633;0.89466|0.89508|0.89537|0.89579|0.89633;0.89924;2;2;2.91;2025.05.16 23:29
2025.05.16 23:02;Close;10150;AUDCAD_l;Long;m1;Super Minor(12);Downtrend;Neutral (35.6);Normal (Now: 9 vs Avg: 9 points);Normal (9 vs 22 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.89531|0.89509|0.89465|0.89399|0.89311;0.89540|0.89525|0.89500|0.89463|0.89415;0.89584|0.89547|0.89522|0.89485|0.89437;0.89584|0.89547|0.89522|0.89485|0.89437;0.89179;4;4;9.09;2025.05.19 03:49
2025.05.19 03:40;Close;10151;AUDCAD_l;Short;m1;Super Minor(21);Uptrend;Neutral (59.5);Normal (Now: 9 vs Avg: 14 points);Normal (9 vs 22 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.89442|0.89464|0.89508|0.89574|0.89662;0.89433|0.89448|0.89473|0.89510|0.89558;0.89389|0.89426|0.89451|0.89488|0.89536;0.89389|0.89426|0.89451|0.89488|0.89536;0.89794;3;3;5.67;2025.05.19 04:30
2025.05.19 05:22;Close;10152;AUDCAD_l;Short;m1;Major(89);Uptrend;Overbought (73.4);Normal (Now: 8 vs Avg: 16 points);Normal (8 vs 34 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.89619|0.89653|0.89721|0.89823|0.89959;0.89611|0.89634|0.89673|0.89730|0.89804;0.89543|0.89600|0.89639|0.89696|0.89770;0.89543|0.89600|0.89639|0.89696|0.89770;0.90163;2;2;4.05;2025.05.19 05:40
2025.05.19 07:42;Close;10153;AUDCAD_l;Long;m1;Super Minor(30);Downtrend;Neutral (30.2);High (Now: 12 vs Avg: 9 points);Normal (12 vs 16 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.89495|0.89479|0.89447|0.89399|0.89335;0.89507|0.89496|0.89478|0.89451|0.89416;0.89539|0.89512|0.89494|0.89467|0.89432;0.89539|0.89512|0.89494|0.89467|0.89432;0.89239;4;4;9.06;2025.05.19 09:10
2025.05.19 12:50;Close;10154;AUDCAD_l;Short;m1;Major(135);Uptrend;Neutral (59.9);Normal (Now: 9 vs Avg: 21 points);Normal (9 vs 44 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.89852|0.89896|0.89984|0.90116|0.90292;0.89843|0.89872|0.89924|0.89997|0.90092;0.89755|0.89828|0.89880|0.89953|0.90048;0.89755|0.89828|0.89880|0.89953|0.90048;0.90556;2;2;4.77;2025.05.19 15:45
2025.05.19 18:07;Close;10155;AUDCAD_l;Short;m1;Major(84);Uptrend;Neutral (64.7);Normal (Now: 11 vs Avg: 17 points);Normal (11 vs 28 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.89951|0.89979|0.90035|0.90119|0.90231;0.89940|0.89959|0.89991|0.90038|0.90099;0.89884|0.89931|0.89963|0.90010|0.90071;0.89884|0.89931|0.89963|0.90010|0.90071;0.90399;3;3;7.44;2025.05.20 04:49
2025.05.20 03:51;Close;10156;AUDCAD_l;Long;m1;Minor(44);Downtrend;Neutral (34.6);Normal (Now: 10 vs Avg: 11 points);Normal (10 vs 18 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.90031|0.90013|0.89977|0.89923|0.89851;0.90041|0.90029|0.90008|0.89978|0.89939;0.90077|0.90047|0.90026|0.89996|0.89957;0.90077|0.90047|0.90026|0.89996|0.89957;0.89743;5;15;12.63;2025.07.10 21:19
2025.05.20 17:34;Close;10157;AUDCAD_l;Short;m1;Minor(39);Downtrend;Neutral (60.7);Normal (Now: 9 vs Avg: 21 points);Normal (9 vs 33 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.89187|0.89220|0.89286|0.89385|0.89517;0.89178|0.89200|0.89239|0.89294|0.89365;0.89112|0.89167|0.89206|0.89261|0.89332;0.89112|0.89167|0.89206|0.89261|0.89332;0.89715;5;5;19.05;2025.05.21 16:21
2025.05.22 10:56;Close;10158;AUDCAD_l;Short;m1;Super Minor(27);Uptrend;Neutral (60.9);Normal (Now: 9 vs Avg: 18 points);Normal (9 vs 34 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.89321|0.89355|0.89423|0.89525|0.89661;0.89312|0.89335|0.89374|0.89431|0.89505;0.89244|0.89301|0.89340|0.89397|0.89471;0.89244|0.89301|0.89340|0.89397|0.89471;0.89865;3;3;7.92;2025.05.22 11:37
2025.05.22 21:20;Close;10159;AUDCAD_l;Short;m1;Super Minor(25);Neutral;Neutral (62.1);Normal (Now: 10 vs Avg: 10 points);Normal (10 vs 17 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.88913|0.88930|0.88964|0.89015|0.89083;0.88903|0.88914|0.88934|0.88963|0.88999;0.88869|0.88897|0.88917|0.88946|0.88982;0.88869|0.88897|0.88917|0.88946|0.88982;0.89185;2;2;2.49;2025.05.22 22:25
2025.05.23 03:59;Close;10160;AUDCAD_l;Short;m1;Minor(47);Uptrend;Neutral (65.2);Normal (Now: 8 vs Avg: 11 points);Normal (8 vs 25 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.88878|0.88903|0.88953|0.89028|0.89128;0.88870|0.88887|0.88916|0.88958|0.89012;0.88820|0.88862|0.88891|0.88933|0.88987;0.88820|0.88862|0.88891|0.88933|0.88987;0.89278;4;4;9.72;2025.05.23 09:20
2025.05.23 12:51;Close;10161;AUDCAD_l;Short;m1;Minor(46);Uptrend;Neutral (66.5);Normal (Now: 10 vs Avg: 11 points);Normal (10 vs 20 points); Calendar Unavailable ;0.03|0.06|0.09|0.12|0.15;3.00|6.00|9.00|12.00|15.00;0.00;0.89206|0.89226|0.89266|0.89326|0.89406;0.89196|0.89209|0.89233|0.89266|0.89309;0.89156|0.89189|0.89213|0.89246|0.89289;0.89156|0.89189|0.89213|0.89246|0.89289;0.89526;3;3;6.87;2025.05.23 14:44
